"Stimmt ihr dem Antrag bzgl. eines Minimums von zwei Mitgliederversammlungen pro Jahr zu?","Stimmt ihr dem Antrag “Sektionsberatung” zu?","Stimmt ihr dem Antrag “Budget” bzgl. der Orientierung am Geschäftsjahr zu?","Stimmt ihr zu Lokale Erasmus Initiative Konstanz als neue Kandidatensektion des ESN Deutschland e.V. aufzunehmen?","Stimmt ihr zu Gemini e.V. (Pforzheim) als neue Kandidatensektion des ESN Deutschland e.V. aufzunehmen?","Stimmt ihr zu International Student Association Saarbrücken als neue Sektion des ESN Deutschland e.V. aufzunehmen und sie zur Südwestregion hinzuzufügen?","attribute_1"
"","","","","","",""

